id,kanji,kana,vietnamese,hanViet,level,pos,tags,exampleSentence,exampleTranslation
"n1_1200","禁物","きんもつ","kiêng kị, cấm kị điều gì, trạng thái gì (～は禁物だ)","","N1","","","",""
"n1_1201","疑惑","ぎわく","nghi hoặc, hoài nghi (疑惑の人物 nhân vật đáng nghi)","","N1","","","",""
"n1_1202","見解","けんかい","quan điểm, ý kiến khi xử lý vấn đề (見解に相違、見解を述べる）","","N1","","","",""
"n1_1203","を認識する","にんしき","nhận thức được đầy đủ nội dung, ý nghĩa đối với tình trạng, vấn đề gì đó và có khả năng lý giải, phán đoán","","N1","","","",""
"n1_1204","概念","がいねん","khái niệm","","N1","","","",""
"n1_1205","架空","かくう","hư cấu, tưởng tượng","","N1","","","",""
"n1_1206","神秘","しんぴ","huyền bí, thần bí (宇宙の神秘、神秘的なムード cảm giác mang tính thần bí )","","N1","","","",""
"n1_1207","驚異","きょうい","phép màu, điều kì diệu (自然界の神秘、驚異的な記録)","","N1","","","",""
"n1_1208","有数","ゆうすう","dẫn đầu, hàng đầu, top (有数の生物学者 nhà sinh vật học hàng đầu)","","N1","","","",""
"n1_1209","兆し","きざし","dấu hiệu (回復の兆し、春の兆し）","","N1","","","",""
"n1_1210","幕開け","まくあけ","bắt đầu, mở ra (２１世紀の幕開け、ガン治療の新時代の幕開け )","","N1","","","",""
"n1_1211","経緯","けいい","đầu đuôi ngọn ngành của sự việc (事件の詳しい経緯,　交渉の経緯)","","N1","","","",""
"n1_1212","成り行き","なりゆき","kết quả, quá trình tiến triển của sự việc (事件の成り行き, )","","N1","","","",""
"n1_1213","行き違い","いき/ゆき","① lạc nhau, sai phương hướng (người bị lạc, thư từ thất lạc)
② hiểu lầm","","N1","","","",""
"n1_1214","道のり","みちのり","lộ trình, chặng đường đã đi qua (人生の今までの道のり con đường cho đến hiện tại của cuộc đời)","","N1","","","",""
"n1_1215","行く手","ゆくて","con đường phát triển (彼女の行く手 con đường tiến lên của cô ấy thì …)","","N1","","","",""
"n1_1216","果て","はて","tận cùng, kết thúc (宇宙の果て　tận cùng của vũ trụ, )","","N1","","","",""
"n1_1217","決","けつ","vote, bầu chọn","","N1","","","",""
"n1_1218","目安","めやす","① tiêu chuẩn 
② mục tiêu (毎日１万歩を目安に歩くように)","","N1","","","",""
"n1_1219","目処","めど","① mục đích, mục tiêu
② viễn cảnh, triển vọng trong tương lai","","N1","","","",""
"n1_1220","を宣告する","せんこく","① tuyên cáo, thông báo mang tính không tốt (tin xấu từ bác sĩ, bị trọng tài ra thông báo truất quyền thi đấu)
② tuyên cáo, tuyên án từ tòa án","","N1","","","",""
"n1_1221","声明","せいめい","thông cáo, cáo thị, thông báo mang tính chính trị, liên quan đến vấn đề của nhà nước","","N1","","","",""
"n1_1222","が/を樹立する","じゅりつ","① thành lập liên quan đến nhà nước, pháp luật (新政権が、新党を、国交樹立)
② lập nên kỉ lục (世界新記録を樹立する)","","N1","","","",""
"n1_1223","を統率する","とうそつ","lãnh đạo (部下を)","","N1","","","",""
"n1_1224","勢力","せいりょく","① sức mạnh, thế lực, quyền lực chi phối (勢力を争う cạnh tranh quyền lực, 台風の勢力)
② quyền lực chính phủ","","N1","","","",""
"n1_1225","が台頭する","たいとう","xuất đầu lộ diện, nổi lên (新勢力が台頭する thế lực mới nổi lên)","","N1","","","",""
"n1_1226","形勢","けいせい","tình thế, tình cảnh","","N1","","","",""
"n1_1227","が突破する","とっぱ","① đột phá, có những sự tiến bộ vượt bậc
② tăng lên bất ngờ (人口は１億人を突破する）","","N1","","","",""
"n1_1228","が/を展開する","てんかい","① triển khai, tiến triển (試合の展開)
② triển khai mở rộng ra (景色が展開する khung cảnh mở rông ra)","","N1","","","",""
"n1_1229","を開拓する","かいたく","① khai phá (山野を開拓する)
② khai thác (新しい販路、ルート、分野を)","","N1","","","",""
"n1_1230","が拡散する","かくさん","khuếch tán, lan rộng ra = 広がる","","N1","","","",""
"n1_1231","が膨張する","ぼうちょう","bành trướng, căng phồng lên","","N1","","","",""
"n1_1232","無数","むすう","vô số kể (無数の星 vô số các vì sao)","","N1","","","",""
"n1_1233","が固執する","こしつ","cố chấp (自分の意見に固執する)","","N1","","","",""
"n1_1234","を阻害する","そがい","gây trở ngại, gây cản trở sự tiến triển (子供の自立を阻害する、公平な競争を阻害する)","","N1","","","",""
"n1_1235","を擁護する","ようご","bảo vệ, bệnh vực (人権を擁護する、暴力団を擁護する)","","N1","","","",""
"n1_1236","を保障する","ほしょう","bảo đảm, bảo chứng (権利、生活、平和…を保障する)","","N1","","","",""
"n1_1237","を補償する","ほしょう","bảo đảm sự bồi thường nếu có xảy ra sự cố (被害者に補償する)","","N1","","","",""
"n1_1238","を補足する","ほそく","bổ túc, phụ trợ thêm cho đầy đủ, liên quan đến nội dung giải thích, trình bày (説明に補足する）","","N1","","","",""
"n1_1239","を補給する","ほきゅう","bổ sung, cung cấp thêm (bị thiếu từ trước rồi thêm vào cho đủ, sự thêm vào mang tính hỗ trợ thêm)
ガソリンを補給する、水分を補給する","","N1","","","",""
"n1_1240","を摂取する","せっしゅ","hấp thu, tiếp thu (塩分を摂取、外国の文化を摂取する)","","N1","","","",""
"n1_1241","が欠乏する","けつぼう","thiếu thốn (食糧、鉄分 てつぶん chất sắt, 資金、物資、酸素 さんそ)","","N1","","","",""
"n1_1242","を添加する","てんか","phụ gia (những chất phụ gia dùng trong thực phẩm, sản xuất chất liệu công nghiệp như sắt thép, xi măng)","","N1","","","",""
"n1_1243","成分","せいぶん","thành phần","","N1","","","",""
"n1_1244","内訳","うちわけ","diễn giải thành từng mục một (給与の内訳　từng mục một của tiền lương)","","N1","","","",""
"n1_1245","を除外する","じょがい","ngoài trừ, không cho vào, không cho hưởng quyền lợi gì đó (未経験者を除外する)","","N1","","","",""
"n1_1246","を還元する","かんげん","quay lại, trả lại trạng thái ban đầu","","N1","","","",""
"n1_1247","が共存する","きょうそん/きょうぞん","cùng chung sống, cùng tồn tại (平和的に共存する cùng chung sống hòa bình,　自然と人間との共存","","N1","","","",""
"n1_1248","を奨励する","しょうれい","động viên, khuyến khích (読書を奨励する)","","N1","","","",""
"n1_1249","報酬","ほうしゅう","thù lao (報酬をもらう、得る、支払う)","","N1","","","",""
"n1_1250","を待望する","たいぼう","điều bản thân kì vọng (待望の子供 đứa bé được kì vọng, 待望の我が家 ngôi nhà bản thân đã kì vọng )","","N1","","","",""
"n1_1251","節度","せつど","chừng mực, có mức độ chừng mực (節度のある行動)","","N1","","","",""
"n1_1252","義理","ぎり","① đạo nghĩa , đạo lý đối với ai đó, chữ lý trong chữ ""tình và lý "" (義理で出席する tham dự vì đạo nghĩa )
② mối quan hệ với người thân của vợ, anh em kết nghĩa, v.v","","N1","","","",""
"n1_1253","情緒","じょうちょ/じょうしょ","① cảm xúc, cảm nhận đối với điều gì đó (下町の情緒 cảm giác của khu lao động buôn bán)
② tâm hồn, linh hồn","","N1","","","",""
"n1_1254","が動揺する","どうよう","tâm trạng lo âu, cảm xúc rối bời (心の動揺 trong lòng cảm thấy rối bời, hồi hộp, lo âu)","","N1","","","",""
"n1_1255","風潮","ふうちょう","phong trào, trào lưu (若者の風潮 trào lưu của giới trẻ, 世の風潮)","","N1","","","",""
"n1_1256","実態","じったい","thực tế, tình trạng thật sự (実態を調査する điều tra tình trạng thật sự)","","N1","","","",""
"n1_1257","を暴露する","ばくろ","để lộ (不祥事 ふしょうじ scandal, 秘密、スキャンダル、悪事 を暴露する)","","N1","","","",""
"n1_1258","が逃亡する","とうぼう","chạy trốn, bỏ trốn (海外へ逃亡する、５年の逃亡の末 cuối cùng sau 5 năm bỏ trốn thì...)","","N1","","","",""
"n1_1259","が逃避する","とうひ","lẩn tránh, trốn tránh mang tính tinh thần, trốn tránh điều gì đó (sự việc đã xảy ra) =　逃げる
(夢の世界に逃避する lẩn tránh vào trong thế giới mơ mộng)","","N1","","","",""
"n1_1260","第三者","だいさんしゃ","người thứ 3, người không liên quan","","N1","","","",""
"n1_1261","言い分","いいぶん","lời phân trần, lời giãi bày (被害者と加害者の言い分 lời phân trần của người gây hại và người bị hại)","","N1","","","",""
"n1_1262","言いなり","いいなり","làm theo những lời được sai bảo (父の言いなり làm theo những lời của bố)","","N1","","","",""
"n1_1263","を模倣する","もほう","bắt chước, copy (子供は親の行動を模倣する)","","N1","","","",""
"n1_1264","が着目する","ちゃくもく","tập trung chú ý đến (売り上げだけに着目する tập trung vào doanh số )","","N1","","","",""
"n1_1265","趣","おもむき","① có hứng thú với (江戸時代に造られた庭園で趣がある)
② cảm giác, cảm nhận bầu không khí (戦前の趣 không khí, khung cảnh trước chiến tranh)","","N1","","","",""
"n1_1266","渦","うず","① chỗ xoáy nước (水が渦になる)
② hình xoắn (指紋の渦　しもん　hình xoắn của dấu vân tay)
③ vòng xoáy của sự việc (事件の渦、歓喜の渦 かんき　sự hoan hỉ, 興奮の渦、怒号 どうご tiếng la hét)","","N1","","","",""
"n1_1267","溝","みぞ","① rãnh (雨水を流す溝、タイヤの溝　rãnh của lốp xe、レコードの溝 rãnh trên đĩa nhạc, v.v)
② khoảng cách, sự bất đồng (夫婦の間に溝ができた giữa vợ chồng hình thành nên sự chia cách)","","N1","","","",""
"n1_1268","折（り）","おり","gần nghĩa với từ 時
① dịp, thời điểm (寒さ厳し折 thời điểm cái lạnh khắc nghiệt)
② thời điểm tốt, thời cơ tốt (折に触れて思い出す lúc nào cũng nhớ lại những cơ hội đã có)","","N1","","","",""
"n1_1269","を研ぐ","とぐ","① mài nhọn, mài sắc (包丁を研ぐ、爪を研ぐ）
② vo gạo (米を研ぐ)","","N1","","","",""
"n1_1270","を揉む","もむ","① massage, chà sát (肩をもんであげる、きゅうりを塩でもむ chà sát dưa leo bằng muối )
② xô đẩy, va chạm, thường dùng ở thể bị động (人込みにもまれる bị xô đẩy trong đám đông, 社会にもまれる bị dòng đời xô đẩy ) 
③ lo lắng (気をもむ)","","N1","","","",""
"n1_1271","を揺さぶる","ゆさぶる","rung lắc (木を揺さぶる, 心/胸を揺さぶられる trái tim bị rung động)","","N1","","","",""
"n1_1272","が付きまとう","つきまとう","① bám theo (好きでもない人に付きまとわれる bị bám theo bởi người không thích, )
② đeo bám (高所での仕事には危険が付きまとう、不安に付きまとわれる)","","N1","","","",""
"n1_1273","が懐く","なつく","trở nên thân thiết, gắn bó (先生に子供たちは懐いた、犬が私に懐かない )","","N1","","","",""
"n1_1274","が/を構う","かまう","① quan tâm, để ý (服装に構わない、私に構わないで đừng để ý đến tôi)　＝気にかける
② liên quan, ảnh hưởng (構いません không có ảnh hưởng gì, cứ tự nhiên)","","N1","","","",""
"n1_1275","を見せびらかす","みせびらかす","khoe (ゲーム機を友達に見せびらかす）","","N1","","","",""
"n1_1276","をねだる","ねだる","năn nỉ, xin xỏ (小遣い、お土産をねだる）","","N1","","","",""
"n1_1277","を宥める","なだめる","dỗ dành, xoa dịu (泣いている妹をなだめる、父の怒りをなだめる）","","N1","","","",""
"n1_1278","が触れ合う","ふれあう","① chạm (手と手が触れ合う）
② tiếp xúc (動物と触れ合う）","","N1","","","",""
"n1_1279","を脅かす","おびやかす","đe dọa, hù dọa (ひどい不況が庶民の生活を脅かす)","","N1","","","",""
"n1_1280","が戸惑う","とまどう","hoang mang, lúng túng (突然指名されて戸惑った)","","N1","","","",""
"n1_1281","を慎む","つつしむ","① cẩn thận, thận trọng (言葉を慎む, 言動を慎む)
② thận trọng, cân nhắc, tránh ( 辛いものを慎む thận trọng với đồ ăn cay )","","N1","","","",""
"n1_1282","を惜しむ","おしむ","① hối tiếc, miễn cưỡng thực hiện điều gì (別れを惜しむ、早すぎる死を惜しむ, 友達となごりを dư âm )
② tiếc nuối, dùng kiểu "" không uổng, không tiếc"" (努力を惜しんではならない không uổng công đã nổ lực )","","N1","","","",""
"n1_1283","が手こずる","てこずる","khó khăn, vất vả (わがままな子供に手こずらされる bị khó khăn vất vả với lũ trẻ quậy phá )","","N1","","","",""
"n1_1284","が懲りる","こりる","rút ra bài học kinh nghiệm cho bản thân (失敗に懲りる rút ra kinh nghiệm từ thất bại )","","N1","","","",""
"n1_1285","を償う","つぐなう","① bồi thường (損害を償う）
② chuộc lỗi (どんな方法で罪を償えるのだろうか làm cách nào để có thể chuộc lại lỗi lầm của mình )","","N1","","","",""
"n1_1286","が凝る","こる","① miệt mài, say mê (お菓子作りに凝る）
② đặc biệt, riêng biệt, độc lạ (凝った料理、凝ったデザイン、凝った装飾　そうしょく)
③ cứng đờ, ê ẩm (肩が凝る)","","N1","","","",""
"n1_1287","を凝らす","こらす","① tập trung ánh mắt, hơi thở để làm gì đó ( 目を凝らす、息を凝らす)
② cất công, công phu vào điều gì (　デザインに工夫を凝らす、)","","N1","","","",""
"n1_1288","が徹する","てっする","① tập trung vào, chuyên tâm vào　= 打ち込む、専念する
② xuyên suốt (夜を徹して話し合う) =貫く","","N1","","","",""
"n1_1289","を極める","きわめる","① chinh phục được những thứ cực hạn, cực độ (南極点、頂点、山頂。。。を極める）
② làm cho cái gì đó trở nên cực hạn (困難、繁栄、栄華 えいが、口を極める mồm mép quá đáng )","","N1","","","",""
"n1_1290","を遂げる","とげる","đạt được、chạm đến ngưỡng (目的、思い, 望み、志、発達、急成長、初優勝、悲惨な最期を遂げる)","","N1","","","",""
"n1_1291","を掲げる","かかげる","① treo lên (看板、国旗を掲げる）
② nêu lên (理想を）","","N1","","","",""
"n1_1292","を図る","はかる","tốn công sức để đưa ra ý đồ, kế hoạch hoặc thúc đẩy điều gì đó","","N1","","","",""
"n1_1293","を操る","あやつる","① điều khiển, chi phối (人の心、人形を操る、運命に操られる)
② thông thạo, sử dụng khéo léo (５か国語を、道具）","","N1","","","",""
"n1_1294","を仕切る","しきる","① chia ra, phân chia khu vực (部屋を仕切る）
② kiểm soát, quản lý mọi thứ trong phạm vi được giao (一人で宴会を仕切る えんかい buổi tiệc )","","N1","","","",""
"n1_1295","を施す","ほどこす","① tiến hành (治療を、対策を)
② thêm vào, bổ sung (写真に修正を、装飾が施される）
③ làm cho, cho (植物に水/肥料を施す ひりょう bón phân, tưới nước cho cây、貧しい人々にお金を施す）","","N1","","","",""
"n1_1296","が行き詰まる","いきづまる","bị mắc kẹt không tiến triển tiếp được (研究に行き詰まる、交渉が行き詰まる、経営が行き詰まる）","","N1","","","",""
"n1_1297","が滞る","とどこおる","① tồn đọng, không tiến triển được (仕事、事務、物流が滞る）
② còn tồn đọng, còn nợ (支払い、家賃、返済 へんさい việc thanh toán tiền が滞る)","","N1","","","",""
"n1_1298","を据え置く","すえおく","① dựng thẳng đứng (銅像を据え置く、据え置き型のエアコン )
② giữ nguyên, duy trì như vậy (賃金が据え置かれる tiền công được giữ nguyên) =を維持する、を保つ","","N1","","","",""
"n1_1299","が携わる","たずさわる","tham gia vào viêc gì đó, làm việc có liên quan đến ( 製薬に　bào chế thuốc、開発に khai thác phát triển)","","N1","","","",""
"n1_1300","を携える","たずさえる","① cầm theo cái gì đó khi đi đâu đó (武器を身に携える cầm theo vũ khí trong người)
② dắt theo (家族を携えて赴任した）","","N1","","","",""
"n1_1301","を募る","つのる","chiêu mộ, thu thập （募金を、会員を）","","N1","","","",""
"n1_1302","が押し寄せる","おしよせる","dâng trào lên vây lấy …(高波が、敵の大群が城に）","","N1","","","",""
"n1_1303","を探る","さぐる","① lục lọi、sờ soạng để tìm kiếm (ポケットを、手で探る sờ soạng, dò dẫm lung tung )
② nhận ra, tìm ra ( 敵の動きを、部長の真意を）
③ tìm kiếm (新しい道、原因、解決、可能性を）
④ thám hiểm ( 洞窟を探る どうくつ thám hiểm hang động ) = を探検する たんけん","","N1","","","",""
"n1_1304","を裏付ける","うらづける","xác thực, chứng minh ( 彼の犯行を裏付ける証拠はない)","","N1","","","",""
"n1_1305","を謀る","はかる","âm mưu, đặt mưa tính kế ( 暗殺を、個人情報の流出を謀る âm mưa đưa thông tinh cá nhân ra ngoài)","","N1","","","",""
"n1_1306","を欺く","あざむく","lừa đảo (人を、敵を）＝だます","","N1","","","",""
"n1_1307","を阻む","はばむ","cản trở (行く手を、景気の回復を）","","N1","","","",""
"n1_1308","を遮る","さえぎる","① ngăn chặn (ブラインドで直射日光を遮る chặn ánh sáng mặt trời bằng rèm cửa, 霧が視界を遮る)
② chặn đứng (人の話、発言、　木が道、行く手を遮る)","","N1","","","",""
"n1_1309","が障る","さわる","① gây hại、gây ảnh hưởng (体に障る、仕事に障る)
② gây khó chịu (神経に障る)","","N1","","","",""
"n1_1310","を蝕む","むしばむ","đục khoét, làm hao mòn, suy kiệt (病が体を蝕む、森は酸性雨に蝕まれる rừng bị mưa axit làm suy kiệt )","","N1","","","",""
"n1_1311","が潜む","ひそむ","ẩn nấp, ẩn náu (犯人は知人のアパートに潜む , トラは草むらに潜む, 頭痛に悪い病気が潜む ủ bệnh)","","N1","","","",""
"n1_1312","を潜める","ひそめる","① giấu diếm (身を潜める、影を潜める)
② che giấu (声を潜める nói nhỏ để người khác không nghe, 息を潜める、鳴りを潜める　che giấu sự nỗi tiếng, sống cuộc sống thanh bình)","","N1","","","",""
"n1_1313","が揺らぐ","ゆらぐ","① rung lắc, không vững (土台が揺らぐ、政権が揺らぐ chính quyền bị lay chuyển)
② đung đưa (柳の枝が風に揺らいでいる）
③ rung động trong lòng (心、気持ち、自信、決心。。。が揺らぐ)","","N1","","","",""
"n1_1314","が翻る","ひるがえる","① bay phất phới (旗が風に翻っている）
② bị thay đổi nhanh chóng (考え、意見、決意、態度 が翻る）","","N1","","","",""
"n1_1315","を翻す","ひるがえす","① lật lại (手のひらを翻す）
② làm cho tung bay phất phới (スカーフを風に翻す）
③ thay đổi nhanh chóng (考え、意見、決意、態度。。。を翻す）","","N1","","","",""
"n1_1316","が覆る","くつがえる","① bị lật lại, bị bác bỏ (定説、判定、前提、評価。。。）
② bị lật ngược (3点差が覆る bị lật ngược 3 điểm cách biệt, 上下が覆る )
③ bị lật (ボートが覆る thuyền bị lật)
④ bị lật đổ （国家体制が覆る）","","N1","","","",""
"n1_1317","を覆す","くつがえす","① làm ngược lại với dự đoán, phán quyết (予想、判定、評価、予測、定説、常識、理論、。。。）
② lật ngược tình thế ( ５点差を覆す）
③ làm lật úp （大波がボートを覆す）
④ lật đổ chính quyền ( 政権、天下を　てんか thiên hạ, quyền cai trị ）","","N1","","","",""
"n1_1318","が食い違う","くいちがう","không thống nhất, không ăn nhập gì hết (意見が食い違う）","","N1","","","",""
"n1_1319","が隔たる","へだたる","xa cách (故郷から隔たった場所、考えが隔たる）　= 離れる","","N1","","","",""
"n1_1320","を隔てる","へだてる","chia ra, ngăn ra (テーブルを隔てる、２０年の時を隔てる xa cách 20 năm trời, 二人の仲を隔てる)","","N1","","","",""
"n1_1321","が釣り合う","つりあう","① cân bằng (収入と支出が釣り合う）
② xứng lứa vừa đôi ( 人は自分と釣り合う人を好きになる、大女優に釣り合う男性)","","N1","","","",""
"n1_1322","が絡む","からむ","① xung đột (利害が絡む、この事件には政治家が絡む）
② cãi cọ, gây sự (酔うと人に絡む）
③ leo, quấn (フェンスに朝顔のつるが絡んでいる dây bìm bìm quấn quanh hàng rào)","","N1","","","",""
"n1_1323","が絡まる","からまる","quấn quanh, vướng quanh ( 木の幹にツタが絡まる、毛糸が絡まっている dây bị rối, 足が絡まる）","","N1","","","",""
"n1_1324","を絡める","からめる","① hòa trộn (焼いた肉のたれを絡める、)
② có liên hệ với nhau (高齢者の問題は、少子化問題と絡めて考える）","","N1","","","",""
"n1_1325","が紛れる","まぎれる","① bị lẫn vào (周りの音に紛れて相手の声が聞こえない、人込みに紛れて彼女、闇に、忙しさに）
② bị sao nhãng sang hướng khác (笑顔で悲しみが紛れた、冷やすと痛みが紛れる )","","N1","","","",""
"n1_1326","を紛らす","まぎらす","làm cho phân tâm để không để ý đến những sự việc không tốt (心配、痛み、空腹、悲しみ、寂しさを紛らす）","","N1","","","",""
"n1_1327","が廃れる","すたれる","① lỗi mốt, lỗi thời, không còn được xem trọng nữa (流行が廃れる sự lưu hành bị quên lãng, 年長者を敬う価値観は廃れるのだろうか）trở nên phế
② trở nên suy yếu　（林業が廃れてしまった lâm nghiệp đã trở nên suy kém, trở nên phế)","","N1","","","",""
"n1_1328","が潤る","うるおう","① ẩm ướt (雨で畑が潤った、クリームを塗ると肌が潤った）
② trái tim dạt dào, xúc động (自然の中にいると、心が潤ってくる）
③ dồi dào, trở nên phong phú (財政が潤る tài chính dồi dào)","","N1","","","",""
"n1_1329","を潤す","うるおす","① làm ướt (水を飲んでのどを潤す、川が畑を潤す）
② làm cho dạt dào tình cảm (芸術は人の心を潤す）
③ làm cho dạt dào （財政を潤す làm cho tài chính phong phú, nhiều lên)","","N1","","","",""
"n1_1330","が和らぐ","やわらぐ","① trở nên dịu bớt, ít gay gắt (寒さ、衝撃、痛み、怒りが和らぐ）
② làm cho tình hình dịu, bớt căng thẳng (気持ち、表情、雰囲気が和らぐ）","","N1","","","",""
"n1_1331","一気に","いっきに","làm 1 lần không nghỉ (階段を一気に駆け上がる、ビールを一気に飲み干す）","","N1","","","",""
"n1_1332","誠に","まことに","thật sự rất … (まことにありがとうございます、まことに申し訳ありません）","","N1","","","",""
"n1_1333","何しろ","なにしろ","dù có các sự tình khác nhưng muốn nhấn mạnh vào điều này, điểm này (暖房がないので、何しろ寒くて）","","N1","","","",""
"n1_1334","専ら","もっぱら","chủ yếu, hầu hết (休みの日はもっぱら山歩きをしている、もっぱらのうわさ )","","N1","","","",""
"n1_1335","一応","いちおう","① tạm thời, tạm (一応頼んでみた）
② ít nhiều, không phải 100% nhưng cũng 90% (一応の仕事の流れは分かった）","","N1","","","",""
"n1_1336","一旦","いったん","① làm cái gì đó 1 chút xíu rồi quay lại việc chính (自転車から一旦降りて、）
② một lần (一旦引き受けておいて後で断るんなんて、無責任だ）","","N1","","","",""
"n1_1337","追って","おって","sau, sẽ làm việc đó sau (追って連絡する sẽ liên lạc lại sau, 追ってお知らせする sẽ thông báo sau)","","N1","","","",""
"n1_1338","現に","げんに","thực sự là (現に、今日もつまらないミスをしている)","","N1","","","",""
"n1_1339","言わば","いわば","có thể nói là (成田空港は言わば日本の玄関だ）","","N1","","","",""
"n1_1340","一律に","いちりつに","đồng đều ( ボーナスとして一律に一万円支給された、各社一律の値上げ）","","N1","","","",""
"n1_1341","各々","おのおの","mỗi người (おのおの役割がある、おのおの準備してください）","","N1","","","",""
"n1_1342","依然（として）","いぜん","vẫn, vẫn như thế (台風は依然強い勢力を保ったまま、犯人は依然捕まっていない) =まだ、今だに","","N1","","","",""
"n1_1343","漠然と","ばくぜんと","ngờ ngợ, không rõ ràng ( 漠然とした不安を抱いている có cảm giác gì đó bất an)","","N1","","","",""
"n1_1344","明くる","あくる","tiếp theo đó　＝翌","","N1","","","",""
"n1_1345","来る+年月日","きたる","vào thời gian + mốc thời gian tương lai (来る15日、中央公園でフリーマーケットが開かれる）","","N1","","","",""
"n1_1346","去る+年月日","さる","vào thời gian + mốc thời gian quá khứ (去る７月10日、創立50周年の式典が行われた）","","N1","","","",""
"n1_1347","例の","れいの","đó, thể hiện người nói và người nghe rất hiểu về đối tượng đang được nhắc đến
「例の物を持ってきてくれ」 mang cái đó lại đây giúp.","","N1","","","",""
"n2_0001","いっせい","NHẤT SINH","Một đời","Một đời","N2","","special,n2_bs","",""
"n2_0002","しょうがい","SINH NHAI","Sinh nhai, sự nghiệp","Sinh nhai, sự nghiệp","N2","","special,n2_bs","",""
"n2_0003","へいとう","BÌNH ĐẲNG","Bình đẳng","Bình đẳng","N2","","special,n2_bs","",""
"n2_0004","じんるい","NHÂN LOẠI","Nhân loại","Nhân loại","N2","","special,n2_bs","",""
"n2_0005","しんるい","THÂN LOẠI","Họ hàng","Họ hàng","N2","","special,n2_bs","",""
"n2_0006","しんぞく","THÂN TỘC","Họ hàng","Họ hàng","N2","","special,n2_bs","",""
"n2_0007","なか","TRỌNG","Quan hệ","Quan hệ","N2","","special,n2_bs","",""
"n2_0008","ちょうじょ","TRƯỞNG NỮ","Trưởng nữ","Trưởng nữ","N2","","special,n2_bs","",""
"n2_0009","さんなん","TAM NAM","Con trai thứ 3","Con trai thứ 3","N2","","special,n2_bs","",""
"n2_0010","さんじょ","TAM NỮ","Con gái thứ 3","Con gái thứ 3","N2","","special,n2_bs","",""
"n2_0011","じなん","THỨ NAM","Con trai thứ","Con trai thứ","N2","","special,n2_bs","",""
"n2_0012","じじょ","THỨ NỮ","Con gái thứ","Con gái thứ","N2","","special,n2_bs","",""
"n2_0013","すえっこ","MẠT TỬ","Con út","Con út","N2","","special,n2_bs","",""
"n2_0014","だいじ","ĐẠI SỰ","Việc đại sự, quan trọng","Việc đại sự, quan trọng","N2","","special,n2_bs","",""
"n2_0015","じゅうぎょういん","TÒNG NGHIỆP VIÊN","Công nhân, người làm thuê","Công nhân, người làm thuê","N2","","special,n2_bs","",""
"n2_0016","うでがいい","OẢN","Tay nghề tốt","Tay nghề tốt","N2","","special,n2_bs","",""
"n2_0017","そうせいじ","SONG SINH NHI","Sinh đôi","Sinh đôi","N2","","special,n2_bs","",""
"n2_0018","きょうだい","HUYNH ĐỆ","Anh em","Anh em","N2","","special,n2_bs","",""
"n2_0019","わかれる","PHÂN","Phân chia","Phân chia","N2","","special,n2_bs","",""
"n2_0020","しんぽ","TIẾN BỘ","Tiến bộ","Tiến bộ","N2","","special,n2_bs","",""
"n2_0021","のびる","THÂN","Cao hơn, phát triển hơn","Cao hơn, phát triển hơn","N2","","special,n2_bs","",""
"n2_0022","みらい","VI LAI","Tương lai (xa)","Tương lai (xa)","N2","","special,n2_bs","",""
"n2_0023","きぼう","HY VỌNG","Hi vọng","Hi vọng","N2","","special,n2_bs","",""
"n2_0024","かいけつ","GIẢI QUYẾT","Giải quyết","Giải quyết","N2","","special,n2_bs","",""
"n2_0025","もんだい","VẤN ĐỀ","Vấn đề","Vấn đề","N2","","special,n2_bs","",""
"n2_0026","たんしょ","ĐOẠN SỞ","Sở đoạn, điểm yếu","Sở đoạn, điểm yếu","N2","","special,n2_bs","",""
"n2_0027","せいかく","TÍNH CÁCH","Tính cách","Tính cách","N2","","special,n2_bs","",""
"n2_0028","きょういく","GIÁO DỤC","Giáo dục","Giáo dục","N2","","special,n2_bs","",""
"n2_0029","のばす","THÂN","Làm cao lên, phát triển lên","Làm cao lên, phát triển lên","N2","","special,n2_bs","",""
"n2_0030","ひだりきき","TẢ LỢI","Thuận tay trái","Thuận tay trái","N2","","special,n2_bs","",""
"n2_0031","ゆうが","ƯU NHÃ","Dịu dàng","Dịu dàng","N2","","special,n2_bs","",""
"n2_0032","もほう","MÔ PHỎNG","Sự mô phỏng","Sự mô phỏng","N2","","special,n2_bs","",""
"n2_0033","へいきん","BÌNH QUÂN","Trung bình","Trung bình","N2","","special,n2_bs","",""
"n2_0034","ひとりぐらし","NHẤT SINH MỘ","Sống một mình","Sống một mình","N2","","special,n2_bs","",""
"n2_0035","さいきん","CẬN SỞ","Gần đây","Gần đây","N2","","special,n2_bs","",""
"n2_0036","いくじ","DỤC NHI","Chăm sóc trẻ","Chăm sóc trẻ","N2","","special,n2_bs","",""
"n2_0037","おとしより","NIÊN KÝ","Người cao tuổi","Người cao tuổi","N2","","special,n2_bs","",""
"n2_0038","ともかせぎ","CỘNG ĐỘNG","Cùng nhau kiếm tiền","Cùng nhau kiếm tiền","N2","","special,n2_bs","",""
"n2_0039","けっきん","KHUYẾT CẦN","Nghỉ phép","Nghỉ phép","N2","","special,n2_bs","",""
"n2_0040","たいきん","THOÁI CẦN","Ra về = checkout","Ra về = checkout","N2","","special,n2_bs","",""
"n2_0041","けいざい","KINH TẾ","Kinh tế","Kinh tế","N2","","special,n2_bs","",""
